n,gamma,perceptron_weights,svm_weights,perceptron_error,svm_error,svm/percp
400,0.0009242494909439705,[-13.28105806  -4.17170684],[-1.10370385 -0.71110194],0.025,0.4,0.0943152031057441
400,0.0036990860401588015,[-5.77998882  4.38067945],[-2.13227492  1.48626065],0.025,0.15,0.35837995949542384
400,0.7511240502472933,[ 0.01958497 -0.48135138],[ 0.51332893 -0.21117808],0.0,0.4625,1.1521961040218751
400,0.21381919228398416,[-0.50486121 -0.51467288],[ 0.25818093 -0.38953112],0.0,0.325,0.6482035198430842
400,0.00072369320157448,[5.43516526 8.88050597],[1.16808408 2.22951035],0.0,0.15,0.24174334629892347
400,1.7474286587533152,[-0.3239334  -0.72088442],[-0.27257514  0.07658   ],0.0,0.5375,0.3582448724169685
400,0.2951550195583119,[-0.24603717  0.00614609],[-0.32823183 -0.93776768],0.0,0.5375,4.036957179776086
400,0.0010293255345002657,[3.51121282 1.29593768],[2.80775087 0.82583453],0.0125,0.0,0.7819633309222981
400,0.0023396966519108925,[19.94094704 11.32195548],[0.56503169 1.14559647],0.0,0.3625,0.05570470855289104
400,0.004160328442272035,[-10.40679185   2.46491706],[-1.49766275  0.12789754],0.0,0.4,0.14054723261835575
400,0.0005099222951509004,[16.84543602 -9.90168721],[ 1.85654957 -0.81015309],0.0,0.3,0.10366507875036993
400,0.004324835401230484,[ 4.52647425 -6.39521633],[ 0.80365538 -1.07784843],0.0125,0.4875,0.17159814004341312
400,0.0014999239159062742,[-6.20303743 -4.85330391],[-2.50473182 -1.69107953],0.0,0.05,0.38371456335389914
400,0.05567525695587603,[-0.1939966   0.01207494],[0.04879373 1.02789679],0.0,0.4125,5.2942508164445545
400,0.001536867306234391,[-3.00496576  3.65556303],[-1.0028841  0.6872934],0.0,0.425,0.2569231946507073
400,0.00011701234806482246,[-0.67979403 16.18940985],[-0.22697654  2.30310042],0.0125,0.0625,0.1428230223672035
400,0.0002537331761915297,[ 4.30739164 -4.48435892],[ 1.96969678 -1.75166196],0.0,0.175,0.42391849417322386
400,0.0006027123335558625,[  0.35337774 -27.08347486],[ 0.2745819  -2.98628575],0.0125,0.05,0.11071797592060312
400,0.0023898535264507753,[ 2.53097426 -8.17281457],[ 0.25362352 -1.63570608],0.0375,0.3,0.1934667897252785
400,0.003986609693844248,[-9.60055241  3.50884244],[-0.85007534  0.48102671],0.0,0.4625,0.09555548128962953
400,0.004714537393715328,[-6.75185148  3.52995399],[-1.27631335  1.05395437],0.0,0.275,0.21725269613415044
400,0.8270216102474841,[-0.12087333 -0.18592624],[-0.58090394 -0.06467836],0.0,0.5625,2.635664772139938
400,0.28998872059735137,[-0.13307824 -0.43909795],[ 0.39973264 -0.38896378],0.0,0.5625,1.2156035035703485
400,0.004117341411076756,[ 8.42648298 18.16105372],[0.57049826 0.94623096],0.0,0.425,0.05518819834412377
400,0.0001352467884036073,[ 9.61411061 16.55567937],[1.02743554 2.46497803],0.0,0.0875,0.1394915670167035
400,0.004355623754501994,[-7.35008947 -7.47171254],[-1.86368357 -1.7388764 ],0.0,0.1875,0.24319579187856707
400,0.0017080016318964564,[13.43737775 -3.07817034],[ 2.81543269 -0.339678  ],0.0,0.1,0.20571343855265548
400,0.0055691208924398,[ 6.33037304 -4.71910026],[ 1.19577074 -0.57313683],0.0125,0.45,0.16794125720419248
400,0.0018174725667878405,[-0.82299987  6.00161259],[-0.33375289  2.88960914],0.0,0.05,0.4801792614588364
400,0.5337014040410638,[-0.38772141  0.57561892],[-0.42746253 -0.93899335],0.0,0.525,1.4865740669484708
400,0.0004971272984255957,[ 4.41103215 16.06772889],[0.70568186 2.64148581],0.0,0.0875,0.16409135655304768
400,0.0014427911361857692,[-11.64797302  15.01266596],[-1.40465188  1.71609599],0.0,0.25,0.11671018581534404
400,0.0027436626914026157,[  1.3978758  -17.78687466],[ 0.04332516 -1.5204763 ],0.0,0.225,0.0852548661886636
400,0.00036935267524409543,[-14.94953545 -18.30679039],[-1.72283254 -2.36683009],0.0125,0.1625,0.12385978045861117
400,0.0007158932662541419,[-9.27526062 -7.03045792],[-0.89596409 -0.6940946 ],0.0,0.5125,0.09737966048054957
400,0.0025232666123460113,[12.48006267 11.37738863],[1.87153413 1.45617516],0.0,0.2375,0.14041546408533276
400,3.987198478011673e-05,[14.21080991 13.86125095],[1.86637974 2.16434078],0.0,0.1,0.1439653907329984
400,0.009452535638956814,[-2.63474005  5.80344941],[-0.52002558  1.09676602],0.0,0.3875,0.1904446914740689
400,0.6050029384852289,[0.0242324  0.08056733],[0.51101258 0.90754439],0.0,0.45,12.379536020682298
400,0.4598886397323196,[-0.0100522  -0.33994727],[-0.34495205  0.05878907],0.0,0.525,1.0289034740540173
400,0.00479256757637109,[-4.1885382  -0.45880395],[-2.6995057  -0.34603318],0.0,0.1125,0.6459081941820387
400,0.0020268050774010374,[0.5252507  6.69640324],[-0.03364027  1.168143  ],0.0125,0.5125,0.17398128106800997
400,2.627874367689379e-05,[11.69308988  6.56710405],[1.49983397 0.81169816],0.025,0.275,0.12716343927251944
400,0.00013602400792885364,[-15.27838637   6.58918531],[-2.04763126  0.74315438],0.0,0.2125,0.1309187743791336
400,1.1464805538804308,[ 0.20835627 -0.70731025],[-0.24349506 -0.23582199],0.0,0.625,0.45970984626061046
400,0.0009478820707867229,[ -4.95825449 -17.91839748],[-0.68142623 -2.95490919],0.0,0.025,0.1631079545627405
400,0.012967105291475567,[ 2.37251074 -7.78449991],[ 0.72483947 -2.72508696],0.0,0.05,0.3465021576800448
400,4.214096852129683,[-0.30258548  0.12401073],[-0.05648793  1.07796423],0.0,0.4375,3.3009319350430064
400,0.0005874106880167196,[-14.04537917  15.03257915],[-1.73627109  1.80851175],0.0,0.1875,0.121861283989257
400,1.1525899212553272,[-0.41000681 -0.49308488],[0.62208927 0.57457781],0.0,0.475,1.3205462219530353
400,0.004926689668614042,[9.17885134 4.37755189],[1.52458866 0.74393831],0.0,0.375,0.16681733549326935
400,0.0011473364728420237,[ 6.01382093 -3.91531874],[ 2.41360858 -1.40611706],0.0,0.125,0.3892565369403984
400,0.0003295445156998845,[-8.84355438 14.928309  ],[-1.08749315  1.51454972],0.0,0.3,0.10745896671103035
400,0.0030869235720400374,[2.79469298 0.74326843],[2.78295896 0.63080552],0.0125,0.15,0.9867599511902237
400,0.2626057335909967,[0.37950891 0.23930603],[0.15858235 0.22758286],0.0,0.4625,0.6182538058993782
400,0.00495837705737294,[12.37941588 -5.22472581],[ 1.35755636 -0.5299369 ],0.0,0.4,0.10845761583249805
400,0.0011755241180633111,[9.55877977 7.28505582],[1.00423086 0.32728333],0.0,0.3875,0.08788320213182675
400,2.4225708857950963,[-0.18224706  0.16405309],[ 0.80907522 -0.5767923 ],0.0,0.4625,4.052159961046039
400,0.003907856007889027,[ 7.92388994 -2.6572065 ],[ 1.14028882 -0.65647927],0.0125,0.3375,0.15743350971610184
400,0.0017998229252178426,[19.8101409   1.21989677],[ 2.41835146 -0.04282101],0.0,0.175,0.12186473655508392
400,0.0006370764688146411,[  7.81157027 -10.93389022],[ 0.1526577 -0.9899073],0.0,0.4625,0.07453749107410802
400,0.006926779980222854,[-6.83549732 -5.94744493],[-2.08294744 -1.58335396],0.0,0.125,0.28876660160975254
400,0.01374814912469312,[-6.1571819  -7.94529744],[-1.71712747 -2.20274564],0.0,0.0625,0.2778565749975492
400,0.0012057582287990838,[4.01786155 6.81414924],[1.10266511 1.00421555],0.075,0.375,0.18853639959398916
400,0.0019024744869290979,[ 7.55966901 -7.94736482],[ 1.61470206 -1.63651549],0.025,0.275,0.20960005015477368
400,0.004200267603976926,[ 2.60391748 -1.57115126],[ 1.43084592 -0.28107099],0.0,0.4,0.47947868579949626
400,8.359868559063172e-06,[  0.08970081 -10.27601739],[ 0.22166398 -2.19578643],0.0,0.1375,0.21475853578429094
405,0.0008737648301785005,[11.72836197  1.28144339],[1.6066722  0.50891037],0.0,0.32098765432098764,0.14284806407887
405,0.39213103681707845,[-0.42450937  0.52956221],[0.34299882 0.69625633],0.0,0.5308641975308642,1.1435817234873298
405,0.47145497592162616,[0.6374333  0.18576709],[ 0.28003143 -0.67441789],0.0,0.5185185185185185,1.0998474324258545
405,0.0011176872154366393,[-6.10068374  3.57102066],[-0.38796627  0.61556708],0.012345679012345678,0.41975308641975306,0.10293229681379942
405,0.0001128654480965359,[0.59640108 7.06956918],[0.25307715 1.54722139],0.012345679012345678,0.345679012345679,0.22097997970300268
405,0.002318377447901452,[-19.43805518 -32.37152186],[-0.53664873 -0.9527401 ],0.0,0.48148148148148145,0.02895942357335322
405,0.002415517797732401,[-4.82805225 -5.94304924],[-1.61362746 -1.56291593],0.04938271604938271,0.16049382716049382,0.2933833533254164
405,0.00012558432528009117,[ 8.62899457 12.57331925],[1.84529418 2.42159484],0.0,0.06172839506172839,0.19964832264065233
405,2.3713868308726203,[0.44891058 0.14968744],[ 0.83579153 -0.11183684],0.0,0.5061728395061729,1.7819615005046854
405,0.0018882980906326358,[7.34552744 7.63998912],[1.91450736 2.20403434],0.0,0.04938271604938271,0.27545990441956436
405,0.267006758717469,[ 0.27251044 -0.32843169],[ 8.35589671e-05 -8.05493768e-04],0.0,0.49382716049382713,0.0018975644810102265
405,0.025514469626213492,[1.12052065 0.15968073],[1.02437765 0.13519533],0.0,0.49382716049382713,0.9129024067127886
405,0.001811284634298759,[ 5.13474802 11.28350532],[0.88660289 1.30982316],0.0,0.2962962962962963,0.12758647470836693
405,0.002640164900065666,[-9.82965871 12.81776142],[-1.78814659  2.33386795],0.0,0.04938271604938271,0.18201881013457352
405,1.2909406896958766,[-0.27228435  0.79102719],[0.63206264 0.67034438],0.0,0.5061728395061729,1.1013181718440885
405,1.138807357747806,[-0.24439296 -1.07446164],[0.80365204 0.52698365],0.0,0.5679012345679012,0.8721479680357292
405,0.0026475600337146194,[8.02905987 7.02891682],[1.99541852 1.92675955],0.012345679012345678,0.14814814814814814,0.2599389552567418
405,0.0017414307700751438,[-10.44041658   1.356084  ],[-1.32429075  0.25956045],0.0,0.32098765432098764,0.12817940913248263
405,0.0007359587118164079,[14.5266848   7.49417488],[1.45696963 1.1818607 ],0.0,0.24691358024691357,0.11477202498116347
405,0.0091546779266023,[-4.89603985  4.39571324],[-0.67181823  1.17960943],0.024691358024691357,0.345679012345679,0.20631456279989413
405,0.00987165511844126,[5.26837823 3.91983234],[0.9800322  1.01611483],0.0,0.4444444444444444,0.21498323186975088
405,0.004939089321827251,[ 4.20989269 -5.07882388],[ 0.53531485 -1.35340064],0.012345679012345678,0.37037037037037035,0.22062587243544182
405,0.002311150897037612,[10.34839578  9.61379908],[1.52709465 1.76785849],0.0,0.25925925925925924,0.16538778109676913
405,0.0019697051754505725,[ 7.57317876 -4.52887459],[ 1.13454929 -0.3811612 ],0.0,0.48148148148148145,0.13563680558446115
405,0.028243540472571417,[-0.98179585 -2.84766424],[ 0.0120354  -1.09571995],0.0,0.48148148148148145,0.3637873255085118
405,0.005550517699254423,[ -7.51553222 -27.93511207],[-0.50781806 -2.10498625],0.024691358024691357,0.20987654320987653,0.07485283004616684
405,0.005722922405288544,[-5.86905657 -7.07647488],[-1.58064285 -1.57972406],0.0,0.2716049382716049,0.24307305439157625
405,0.21939370972144115,[0.2961961 0.6686101],[-0.25582691 -0.5778159 ],0.0,0.49382716049382713,0.8641231064737223
405,0.011953631946300832,[-4.6174371  -8.84015413],[-0.87040973 -2.39002314],0.0,0.1728395061728395,0.2550364399677922
405,0.0026140189573217914,[ 3.59701675 -3.18210134],[ 0.50345133 -0.89093019],0.0,0.48148148148148145,0.21308300271071107
405,0.0007487961476840591,[-4.42263689 -4.86436473],[ 0.13130525 -0.48451453],0.0,0.38271604938271603,0.07635633532468818
405,1.880479898799372,[-0.37610353 -0.21976002],[-0.61364459  0.29915171],0.0,0.48148148148148145,1.5672126955404944
405,0.004958771370991724,[-3.75219151  4.09211371],[-1.84141585  2.33356771],0.0,0.024691358024691357,0.5354138559875178
405,0.001422697737539818,[6.65422432 4.2740898 ],[0.91387734 0.30588921],0.012345679012345678,0.48148148148148145,0.12185557762749509
405,0.00014456358527294513,[  7.65308538 -10.70297183],[ 1.0083586  -1.64003573],0.012345679012345678,0.19753086419753085,0.14632025987298952
405,0.004764934704830932,[-4.49843855 -2.05852784],[-0.3508577  -1.06898578],0.0,0.49382716049382713,0.2274259771875849
405,0.0032830746082507826,[-1.12348395  4.55323468],[-0.73471669  1.05632893],0.0,0.4074074074074074,0.2743652898159956
405,1.4809181684477388,[-0.06140438  0.34600151],[-0.24202249  0.16373276],0.0,0.4691358024691358,0.8315242129335692
405,0.002524615868108903,[ 5.33434434 10.81903738],[0.69908555 1.33714606],0.0,0.2962962962962963,0.12508619218115116
405,0.0053951308012740486,[-12.51773162  11.08362428],[-2.39920245  1.72797581],0.012345679012345678,0.06172839506172839,0.17684181801718313
405,0.0004634004631577873,[-5.24644153 -6.0625286 ],[-1.10007653 -0.27983702],0.0,0.4691358024691358,0.14158017441923018
405,0.0022819069462841355,[-7.53248636 -4.73742225],[-0.68906477 -0.69259819],0.0,0.43209876543209874,0.10979349745724487
405,0.00038688274168301444,[-13.9859442   -6.85222435],[-1.43306693 -0.70420499],0.012345679012345678,0.30864197530864196,0.10252400042194346
405,1.8577679123781992e-05,[ 5.30102445 -3.76206005],[ 2.44961855 -1.62852615],0.0,0.08641975308641975,0.4525252835694186
405,0.007011097706039075,[ 7.703044   -2.54591844],[ 1.90049442 -0.32133863],0.0,0.2716049382716049,0.2375818003676785
405,0.0033173980922207797,[-5.2277893   5.64795702],[-0.61387387  1.22541455],0.0,0.3950617283950617,0.17808837965828858
405,0.003102404265077492,[ 2.56852323 10.18960435],[0.39672744 1.67411893],0.0,0.2222222222222222,0.1637255172078024
405,0.0035828812624663043,[-5.3459062 13.9407633],[-0.57965831  1.18301069],0.0,0.4567901234567901,0.08823411830630207
405,0.0003497351831198,[ 3.93225236 -1.48732707],[ 0.69277488 -0.68494552],0.037037037037037035,0.4567901234567901,0.23172690389585981
405,0.007753052979490722,[ 5.02721715 -3.51442756],[ 1.25557637 -1.21002717],0.0,0.32098765432098764,0.2842818987433037
405,2.0679817944961494e-05,[-1.90287377  4.91676069],[-0.81771865  1.36455808],0.012345679012345678,0.2716049382716049,0.30173929330045873
405,5.380507160223041e-05,[-0.99475005 14.53016344],[-0.1024113   2.92652481],0.0,0.04938271604938271,0.20106296923852676
405,0.006756212823816804,[ 3.24960112 -3.82915399],[ 1.21197749 -1.83497196],0.0,0.3333333333333333,0.4378759385240875
405,0.007459977917253924,[-4.05778176  3.89680752],[-0.98471668 -0.28320436],0.0,0.3950617283950617,0.18212787945125306
405,0.002338801327589096,[15.43181686 -2.76498128],[ 1.51297107 -0.50946775],0.012345679012345678,0.32098765432098764,0.1018299417443179
405,0.004796520348759397,[ 0.89770901 -2.8611313 ],[-0.72523433 -0.6129556 ],0.0,0.5061728395061729,0.31666425459925013
405,0.027703179760915155,[2.14424413 2.44353242],[0.32636828 0.42834503],0.0,0.5308641975308642,0.16564806795173706
405,0.021884245425078493,[ 1.7427095  -2.20743217],[ 0.49728774 -1.01529752],0.0,0.49382716049382713,0.4019795451732953
405,0.00923530393384275,[-2.96281101 -2.23292705],[-1.02190682 -0.4566806 ],0.0,0.5185185185185185,0.3016990777636394
405,0.003780559722954472,[6.59218897 6.21291816],[0.97502796 1.26271708],0.0,0.43209876543209874,0.17611513868512316
405,0.0021434503183983206,[ 8.66205499 -8.12488024],[ 1.52005884 -1.61748438],0.0,0.18518518518518517,0.1868982931987612
405,0.0021770813722190585,[9.47871794 2.63070469],[1.80045094 0.47476828],0.0,0.19753086419753085,0.18928479967440234
405,0.009295584779158206,[ 0.76047288 -6.5618651 ],[ 0.16880764 -1.56283533],0.0,0.345679012345679,0.23796198475983782
405,0.0025836811217669446,[-10.2415314    7.33220012],[-1.60039327  1.11965857],0.0,0.2222222222222222,0.15506758634863793
405,0.001027564291005096,[6.88000335 4.70673509],[1.42410375 0.71652327],0.0,0.3950617283950617,0.19124443872521332
405,0.0014349517729891309,[-3.4760031   3.00091174],[-0.35821294  0.80083587],0.0,0.5802469135802469,0.19104229736752826
405,0.006801000206581324,[-4.46546962 10.82239747],[-0.98783139  2.23623316],0.012345679012345678,0.13580246913580246,0.208815361781678
405,0.0016801868459986895,[11.62069754 -9.59653618],[ 2.30771234 -1.66252154],0.0,0.16049382716049382,0.18872091393441978
405,0.004732595466033436,[-6.52766986 -1.86140685],[-1.34968137 -0.23421276],0.0,0.3950617283950617,0.2018085793526292
405,0.00018842664849475153,[-2.70429941 -4.33756761],[-0.86315716 -1.34342663],0.012345679012345678,0.2716049382716049,0.31239584564280237
405,2.5780656473748507,[-0.65729851 -0.57230455],[-0.25702213  0.07814591],0.0,0.5185185185185185,0.3082370291831204
405,0.003158826342527474,[-3.93664     3.38951157],[-0.14683613  1.1603394 ],0.0,0.5308641975308642,0.22514702605116663
405,1.406420901991412,[-0.27187932  0.78830102],[ 0.52408176 -0.19334891],0.0,0.5308641975308642,0.6699020832894605
405,0.2749800817314811,[0.0178441  0.08497528],[-0.13957847 -0.62945341],0.0,0.6049382716049383,7.425467679560196
405,0.005932436850923293,[ 2.87928621 -5.20607423],[ 1.11086782 -2.23779422],0.0,0.13580246913580246,0.419944068788456
405,0.005664020797063773,[-3.29714376  5.42501972],[-1.17285742  0.11988086],0.0,0.43209876543209874,0.18571150175603668
405,0.001481409957118803,[-6.62152386 -8.74550833],[-0.89589276 -1.28836137],0.012345679012345678,0.32098765432098764,0.1430552428044076
405,0.0030637206369333032,[ 6.86976019 33.92120346],[0.38073773 2.99693181],0.012345679012345678,0.037037037037037035,0.0872878683543636
405,0.007078302201009597,[ 4.80434468 -9.5020674 ],[ 1.05632263 -2.69536701],0.0,0.04938271604938271,0.27188939245101085
405,0.0018459009552526896,[-12.61485501  -3.76681994],[-1.49082894 -0.48321022],0.0,0.3333333333333333,0.1190394827311027
405,0.001271239614456169,[-4.61101235 -4.64461392],[-1.66530471 -1.74032831],0.012345679012345678,0.2222222222222222,0.3680395828150368
405,0.006354607532877943,[2.16087264 3.22844787],[0.27461774 1.33356176],0.0,0.4074074074074074,0.35047312120394114
405,0.004902867243817609,[3.02247979 5.72414498],[0.79815325 1.46328142],0.0,0.2716049382716049,0.25749668089034894
405,0.00146566959937745,[-16.32289477  -3.66763029],[-1.37311607 -0.11336979],0.0,0.37037037037037035,0.08235500964982925
405,0.0013970674693489092,[-9.11531544 -6.26164539],[-0.33499369 -0.93241241],0.0,0.48148148148148145,0.08959052460131248
405,0.0010655302252600397,[8.91538476 8.39805501],[1.07193606 1.11965137],0.012345679012345678,0.32098765432098764,0.12655653021701882
405,0.45617662188210506,[ 0.09469385 -0.03807614],[-0.30609375 -0.01356441],0.0,0.5432098765432098,3.0020298710583946
405,5.556618135122523e-05,[2.68870975 7.81606551],[0.43566731 0.74940857],0.0,0.4074074074074074,0.10487382011161026
405,0.01380113561944994,[ 0.41130662 -0.46429361],[0.20431986 0.52920838],0.0,0.4691358024691358,0.9145635106769554
405,0.0027833877455077506,[ 5.49963968 -6.02047115],[ 1.40649002 -1.82494983],0.0,0.25925925925925924,0.28255776004309574
405,0.005396784972815742,[ -2.48609507 -12.02755334],[-0.42809775 -1.97489373],0.0,0.2222222222222222,0.16453287275681228
405,0.001484460867997499,[ 0.05861492 -9.8210439 ],[ 0.01483121 -2.47520643],0.012345679012345678,0.1728395061728395,0.2520309255280737
405,0.0018766151715363978,[10.09220794  2.69200788],[2.83763202 0.65041808],0.0,0.1111111111111111,0.2787169892913291
405,0.0024592060085154104,[-2.73076029 -2.12016535],[-0.92556624 -0.55624085],0.0,0.4691358024691358,0.3123492710852585
405,0.003670494156926659,[-3.36873862 -2.9900477 ],[-1.38694512 -1.02030974],0.0,0.2716049382716049,0.38225977477272505
405,0.0041252470282732686,[6.14215992 1.51558807],[1.24036694 0.23138428],0.0,0.3333333333333333,0.19944476295319735
405,0.001805751750596753,[-11.00268625 -13.88657819],[-1.59832305 -2.58539859],0.0,0.07407407407407407,0.17156064128010767
405,0.00560975598831432,[7.58060318 2.85624121],[0.92710845 0.71919132],0.0,0.41975308641975306,0.14484379187794627
405,0.00912285875694936,[-5.99320239 -4.14648825],[-1.42036419 -0.72585947],0.0,0.30864197530864196,0.21887140832612698
405,0.0012079938365650252,[-11.05249152   2.62727823],[-2.01716817  0.42322329],0.012345679012345678,0.25925925925925924,0.18142641462234793
410,0.00017141627540943666,[-7.92607211 -6.56923883],[-1.25795371 -0.9711663 ],0.012195121951219513,0.2682926829268293,0.15437479812334864
410,0.000405347491807615,[-20.31161033   5.23031945],[-2.82351124  0.72409228],0.0,0.0,0.1389744400206272
410,0.004507890408967247,[4.29734585 9.9597134 ],[0.59462639 1.11875444],0.0,0.4146341463414634,0.11680015168603247
410,0.0008971973435847405,[  8.31909272 -11.47860221],[ 1.53458069 -2.3492894 ],0.0,0.04878048780487805,0.19794272645593589
410,0.00029441381178311115,[ 7.9444402  -3.29414361],[ 2.57139419 -1.07846461],0.0,0.12195121951219512,0.32422004748386
410,0.001112779248084696,[ -8.76444202 -13.24462733],[-0.79618788 -0.77410961],0.0,0.3902439024390244,0.06992084575234192
410,0.0013868891893542975,[-11.15633004  -9.55812718],[-1.92910065 -1.37550037],0.0,0.15853658536585366,0.16127491775093256
410,0.004354565707979975,[9.01982496 3.50562128],[1.05213554 0.43322303],0.0,0.4146341463414634,0.11758007027836945
410,0.002268494310231431,[-13.32614588   5.54880613],[-1.51341698  0.84569911],0.0,0.34146341463414637,0.12010057735042708
410,0.0018883310306191975,[ 2.2413435  -2.52635692],[ 1.31298198 -1.35727966],0.0,0.35365853658536583,0.5591521300328282
410,0.007621541437349917,[ 1.86301965 -9.10907017],[ 0.47918712 -1.94170981],0.0,0.17073170731707318,0.21510464713333902
410,0.0013092399028995841,[ 7.65963555 -7.36695687],[ 1.72102759 -1.89850784],0.0,0.18292682926829268,0.2411189977422922
410,0.003409098664139237,[ 7.12938013 12.10486712],[1.10972159 0.89939633],0.0,0.4024390243902439,0.10167921477866688
410,0.34376982836795084,[ 0.39706998 -0.29303711],[ 0.222643   -0.72043538],0.0,0.4878048780487805,1.5279928512352052
410,0.0095091444257721,[-6.96605612 -5.03790993],[-1.02474253 -1.06783639],0.0,0.3902439024390244,0.17215422224194443
410,0.0016601317119301921,[ -5.54635282 -12.03882036],[-0.96574314 -2.4401462 ],0.012195121951219513,0.14634146341463414,0.19798588035740616
410,0.0012126463749284498,[4.02359138 6.18578784],[0.92097313 1.37987647],0.0,0.2804878048780488,0.2248185009759331
410,0.002364125491591479,[7.51790553 4.08990202],[0.2536244  1.02821197],0.0,0.4634146341463415,0.12374163004572422
410,0.0002885909856565445,[-3.53536758 -6.24348336],[-0.68077494 -1.0687295 ],0.0,0.3902439024390244,0.17660574873269866
410,0.006458265453174336,[-3.62277252 11.51156831],[-1.00186311  2.7722491 ],0.0,0.012195121951219513,0.24425637584325438
410,0.00040352090028913305,[9.04507477 9.39363028],[1.68076051 1.45123177],0.0,0.2804878048780488,0.17028476760435135
410,0.0011999714997124739,[-15.61065392  -5.76853995],[-0.67456054 -1.06936103],0.0,0.4146341463414634,0.07597135928146005
410,0.004620625901146549,[10.52587911  8.14105581],[2.68776979 1.46356792],0.024390243902439025,0.06097560975609756,0.22998877643695556
410,0.0019427906677123548,[5.933863   4.40389619],[2.18567754 1.55322036],0.0,0.10975609756097561,0.36285945388252727
410,0.0006773673852514878,[  4.28007197 -15.29965482],[ 0.64795722 -2.6908843 ],0.012195121951219513,0.08536585365853659,0.1742172196424821
410,0.669126124585888,[-0.50547665 -0.54885315],[-0.70574596  0.60169735],0.0,0.4024390243902439,1.2429397263290256
410,4.298129957162255e-06,[-3.42587485  5.03666219],[-0.80909402  0.80391637],0.0,0.573170731707317,0.18724516770319916
410,0.002295124771514366,[-7.29183243 -0.57822429],[-2.02792273 -0.13272328],0.0,0.2926829268292683,0.2778316405580815
410,0.0012599979338068052,[-13.86513495  -3.94263529],[-1.80003374 -0.52893659],0.0,0.3048780487804878,0.13015365894159528
410,0.005912805258739631,[-3.89362715 -2.96268922],[-2.53154709 -1.64842124],0.024390243902439025,0.04878048780487805,0.6174447839919147
410,0.00017439256344242498,[-9.02736703 -8.73555306],[-2.18396266 -1.88278177],0.012195121951219513,0.04878048780487805,0.22954174421306517
410,0.002741024015181239,[7.09061051 8.01061663],[1.2873877  0.85202317],0.0,0.36585365853658536,0.14430740379434318
410,0.0009915504049686696,[34.66987672  0.28046731],[1.39546198 0.20535633],0.0,0.3170731707317073,0.040682147232825386
410,0.10165961207903133,[-0.20064692 -0.24126524],[ 0.66361893 -0.58788919],0.0,0.3902439024390244,2.8252997054978226
410,0.0017296080956650413,[ -0.07386017 -19.97075937],[ 0.03500196 -1.31776779],0.012195121951219513,0.43902439024390244,0.06600768250494746
410,0.003419037335461405,[10.47072239  1.36364778],[1.08005408 0.27680126],0.0,0.4268292682926829,0.105591871695417
410,0.0006124741098004811,[ 15.07606292 -15.48465199],[ 1.24918768 -1.28808644],0.0,0.2926829268292683,0.08302637929921773
410,0.0007133853765825081,[-3.69394753 -3.60289894],[-1.06584373 -0.66393215],0.012195121951219513,0.5,0.2433538648937214
410,0.001975395341489844,[-12.40618255   2.2258675 ],[-2.77004595  0.56528546],0.012195121951219513,0.14634146341463414,0.2242997585549917
410,0.0009279702439631788,[-8.32571278  8.32562677],[-1.64829968  1.72363054],0.0,0.1951219512195122,0.2025525672333368
410,0.40117710156187664,[ 0.19646922 -0.78677086],[-0.56104632 -0.39206978],0.0,0.47560975609756095,0.8440481403937411
410,0.012520270893711818,[3.81060167 4.476384  ],[0.81632418 1.1248516 ],0.0,0.3048780487804878,0.23642232531855134
410,0.0028073389516343346,[-8.31361896  5.46400097],[-1.50862542  0.58959778],0.0,0.35365853658536583,0.16281395175827795
410,0.0002128978179779329,[10.45832298  8.35089447],[1.98070809 1.75052254],0.012195121951219513,0.12195121951219512,0.19751370819874353
410,0.0089991088463105,[-2.66181496  4.94144322],[-0.65614477  0.99989541],0.012195121951219513,0.3170731707317073,0.21307835482781123
410,0.0051341326501766395,[ 2.68733513 -3.43316354],[ 1.09406536 -1.5100689 ],0.012195121951219513,0.18292682926829268,0.42770832178962176
410,0.0020077209662527555,[ 1.09593162 -3.54740688],[ 0.28652271 -1.27201335],0.012195121951219513,0.36585365853658536,0.3511826005333956
410,0.006662497171891018,[-4.10395942 -6.62956544],[-1.29508861 -2.29576975],0.0,0.17073170731707318,0.3380609934488226
410,0.03321945819389522,[-0.30201241 -0.08830902],[1.05637088 0.2086113 ],0.0,0.47560975609756095,3.422033803919223
410,0.0002111138478865889,[-7.17076189  5.56438802],[-1.65157672  0.94000101],0.0,0.32926829268292684,0.20937047602154032
410,0.004319596968490437,[-2.59584001  5.67506692],[-0.20451155  1.60100459],0.012195121951219513,0.3902439024390244,0.25863225346181556
410,0.15741999232835183,[0.05955791 0.14762453],[0.51183839 0.38042881],0.0,0.4878048780487805,4.0062217121756785
410,0.002221597848470273,[-16.95200107   1.4461882 ],[-2.51623051  0.35451784],0.0,0.14634146341463414,0.1493561428160265
410,7.920295414027019e-05,[-10.92134557   9.47426232],[-2.14165829  2.09280708],0.0,0.06097560975609756,0.20710970577440985
410,0.00027039742052119563,[ 9.47586484 -9.14320329],[ 1.86839015 -1.80509487],0.0,0.13414634146341464,0.19729472905822162
410,0.006895989290676222,[ 5.42443135 -3.03473236],[ 2.41387058 -1.10300275],0.0,0.13414634146341464,0.42697809920996704
410,0.004558923516280299,[-4.00104431 -3.14255243],[-1.56191206 -1.42253758],0.012195121951219513,0.2804878048780488,0.4152471848241843
