n,gamma,perceptron_weights,svm_weights,perceptron_error,svm_error,svm/percp
305,7.010067261688454,[0.36666884 0.17154749],[0.5793699  0.59492075],0.0,0.45901639344262296,2.051364774157231
305,0.0008521242948864945,[5.71346499 5.29957705],[0.80969075 1.33281635],0.0,0.3770491803278688,0.20011649047438593
305,0.0004271214030629138,[-3.09883393 -1.42063669],[-2.67399291 -1.31979193],0.03278688524590164,0.03278688524590164,0.8747430749373579
305,0.006315874291304371,[ 6.3367212  -9.27614938],[ 1.27114321 -2.01657387],0.0,0.19672131147540983,0.2121942374643602
305,0.0022318697153021986,[-7.23582998 -5.00565237],[-1.80257658 -1.00122691],0.0,0.4262295081967213,0.2343549120961708
305,0.0010204177778009112,[ 3.87711674 11.5381282 ],[0.58640736 2.4124825 ],0.0,0.13114754098360656,0.20396857746236635
305,0.018146565341862337,[-2.06182866 -1.92881891],[-1.17704666 -0.3776913 ],0.01639344262295082,0.39344262295081966,0.43782940725163444
305,0.11096077442342613,[ 0.087236   -0.50867818],[-0.02342292  0.18353264],0.0,0.4426229508196721,0.3584958821418201
305,0.002756046759617029,[ 6.04587465 -3.45456527],[ 2.21592169 -0.67327021],0.01639344262295082,0.16393442622950818,0.3325962118105561
305,0.0038318895742576677,[ 1.48472326 -7.15456247],[ 0.10815753 -2.59813602],0.0,0.16393442622950818,0.3558763201637576
305,0.0008623271059669828,[-0.45992406  8.14355462],[-0.03139291  2.78950616],0.03278688524590164,0.08196721311475409,0.34201825545357273
305,0.0025780792698188557,[-1.02127216  2.9209706 ],[-0.83549512  2.29212066],0.0,0.2459016393442623,0.788416673945868
305,0.008218270890192027,[ 3.42649516 -3.6095763 ],[ 0.95669796 -0.52855905],0.01639344262295082,0.4098360655737705,0.21961264256974256
305,0.0006860309935971118,[-6.42138669  4.31280596],[-1.27325171  0.97080516],0.0,0.32786885245901637,0.2069912801097849
305,1.0996299694399883,[0.20824521 0.3605607 ],[ 0.41626674 -0.10735252],0.0,0.47540983606557374,1.032444985693784
305,0.000611610204888794,[ 0.39765882 -9.43327059],[-0.00998852 -2.85826126],0.0,0.06557377049180328,0.3027308963354749
305,0.003688236438905143,[-1.35546053  7.695065  ],[-0.55802806  0.94852779],0.0,0.3770491803278688,0.14084537829887275
305,0.0023392008012889315,[-0.46433255 -0.25621515],[ 0.50658927 -0.30018198],0.0,0.45901639344262296,1.1103405161950646
305,0.008345133699553892,[2.90939852 1.12593787],[ 0.09003387 -0.03283082],0.0,0.4918032786885246,0.030718957614100387
305,0.0008465610842581076,[ 4.65509336 -1.91963672],[1.19774088 0.0259232 ],0.0,0.4098360655737705,0.2379214644591579
305,0.0020429961171011726,[ 17.16329034 -13.24315491],[ 2.61391696 -1.66253915],0.01639344262295082,0.08196721311475409,0.14289872558858316
305,0.005685692174888291,[4.40232441 3.26649316],[0.92520863 1.16524472],0.0,0.4262295081967213,0.27142159961105017
305,0.0020468997484518973,[-1.67796988 -3.43015014],[-1.44703679 -0.97642933],0.04918032786885246,0.3114754098360656,0.45714969050223
305,0.008810323775769013,[5.55225552 3.97430448],[1.18382833 0.68600157],0.0,0.2786885245901639,0.20038261117347278
305,0.004722219542754421,[3.57355081 5.09055507],[1.20418421 0.35762554],0.0,0.32786885245901637,0.20196755820854886
305,0.16912964563333066,[0.10280245 0.52662789],[0.2160292  1.06320911],0.0,0.5737704918032787,2.021988074697259
305,0.4268101694248081,[-0.39466864  0.07874214],[-0.02177908 -0.31303698],0.0,0.4918032786885246,0.7797141484306888
305,0.00943322554434189,[-3.54410343 -2.59050448],[-1.04133497 -0.30222607],0.0,0.47540983606557374,0.2469990911349993
305,0.0026314022631585355,[38.28652135 -1.87668899],[ 2.9498858  -0.04815846],0.0,0.01639344262295082,0.07696549288530388
305,0.004648652707802251,[-1.38533906  7.00303269],[-0.0389921   1.68539279],0.0,0.26229508196721313,0.23615419563445256
310,0.003930342525905841,[ 1.98304355 -7.71756165],[ 0.97914006 -0.19202481],0.0,0.46774193548387094,0.12522075615006575
310,0.0005703367541520253,[3.79340217 9.84960543],[ 0.54201606 -0.17879671],0.0,0.5,0.05407423423584385
310,0.0014343001976222672,[ 4.03069358 -8.46245943],[ 0.94342038 -1.66618052],0.0,0.3387096774193548,0.2042740337605652
310,0.005606041986101047,[10.69391178 10.96330291],[1.97179206 2.34455545],0.0,0.016129032258064516,0.2000293490955328
310,0.0012882167988089695,[-7.53569051 -8.14765743],[-1.47062792 -1.74733003],0.0,0.08064516129032258,0.20578363730129465
310,0.003088333237487714,[ 4.97673662 -8.63059725],[ 0.80656624 -2.59626344],0.03225806451612903,0.11290322580645161,0.2728846178646745
310,0.009498414669475902,[-6.92198722 -3.93328083],[-1.12128147  0.12991906],0.0,0.45161290322580644,0.14178117465775855
310,0.00437902701401745,[-3.52543018 -7.80532545],[-0.67601334 -1.33169994],0.0,0.3225806451612903,0.17437648803738026
310,0.001111462385499708,[-4.28613684 11.22626102],[-0.64925359  2.31502042],0.0,0.11290322580645161,0.20008401167794745
310,0.03996516277600052,[ 3.09613072 -2.42676807],[-0.18140898 -1.20547768],0.016129032258064516,0.4838709677419355,0.3098870175633234
310,0.0037415436062004305,[1.35335029 1.21597935],[1.69889294 1.21977296],0.0,0.3064516129032258,1.1495261364225073
310,0.003011901683027484,[ -0.59674777 -19.09865252],[-0.06884002 -2.93634684],0.0,0.0,0.15371351327274213
310,0.001409720216282322,[ 8.21513815 -9.52724143],[ 1.58681735 -1.6985774 ],0.016129032258064516,0.2903225806451613,0.18477468474317926
310,0.005248150437178685,[ 5.31064521 -2.44998279],[ 2.68650209 -0.95449344],0.0,0.0967741935483871,0.4874769603264291
310,0.013897510372745217,[-4.98960559  3.89500659],[-1.14006465  0.14387547],0.0,0.43548387096774194,0.18153729649676165
310,0.00043796200937680697,[1.94635609 5.0596231 ],[0.79223483 0.88071585],0.016129032258064516,0.3870967741935484,0.21851891983071195
310,0.0019685100922625567,[ 4.00259095 -3.08081717],[ 2.0154464  -1.23686147],0.0,0.24193548387096775,0.4681705447617298
310,8.964451272735021e-05,[3.95180432 5.12751887],[0.6326656  1.27323844],0.016129032258064516,0.3387096774193548,0.21962248053528252
310,0.0024507886971630866,[-4.99916458  6.95293658],[-1.12863215  1.47681969],0.0,0.3064516129032258,0.21704826597064297
310,0.0026046368174825066,[0.73968183 8.5604913 ],[0.83520465 0.85455447],0.016129032258064516,0.3548387096774194,0.1390670903858898
310,0.004865237389113609,[-6.60350203 -1.56334379],[-0.31539616 -0.80637723],0.0,0.5,0.12759483722941048
310,0.009478824236447326,[12.3701415 -0.3154727],[ 2.80331498 -0.05325452],0.0,0.06451612903225806,0.22658669100353587
310,0.00030936517394750834,[ 5.22932987 -4.02044553],[ 1.66058767 -1.69287666],0.03225806451612903,0.1935483870967742,0.3595049831571747
310,0.005034142348612071,[-5.69645404 -3.51089606],[-1.97713944 -1.0096099 ],0.0,0.24193548387096775,0.33176463988395033
310,0.001327687455404637,[-2.1252975   1.90715956],[-0.85110482  1.17222353],0.0,0.4838709677419355,0.5072988946877819
310,0.005722341238809166,[ 8.57116798 -5.92734907],[ 1.64190642 -1.19788072],0.0,0.1935483870967742,0.19503119254528453
310,0.0008088117132779443,[4.86142015 6.28671606],[0.81778061 1.16638326],0.0,0.3548387096774194,0.17924870410995578
310,0.003008888658056088,[7.2907333  1.58086823],[1.88642818 0.24816982],0.0,0.2903225806451613,0.25504587844410187
310,0.0016087884697390004,[2.30113548 7.06722271],[0.71399925 2.08830187],0.0,0.1774193548387097,0.29694082457032617
310,0.005092461473923893,[-2.52203375 -3.49893   ],[-0.93249876 -0.88750871],0.0,0.43548387096774194,0.2984677420520545
310,0.003229588658204972,[-0.2911362   0.41905154],[-0.38685941  0.07199571],0.016129032258064516,0.5,0.7711799826517243
310,0.0007859854060509538,[-15.73004901   5.87357752],[-2.26246337  0.45423518],0.0,0.3225806451612903,0.13743249606906552
310,0.009291161861127824,[-1.29450127 -9.8174085 ],[-0.21882952 -1.29464734],0.0,0.20967741935483872,0.13259542822251227
310,0.0015703450345330716,[ -6.54452448 -10.46226409],[-1.18531976 -2.69306222],0.0,0.06451612903225806,0.23843091555617815
310,0.0008668113129619284,[-0.64427356 -4.6744223 ],[-0.22382416 -2.51381166],0.03225806451612903,0.12903225806451613,0.5348512764713396
310,0.17424476037025263,[-0.30007384  0.39875434],[1.11937589 0.03419049],0.0,0.46774193548387094,2.244066651493204
310,0.015442173751423262,[4.21213187 3.10597611],[0.43339759 0.99199984],0.0,0.4032258064516129,0.2068500029395969
310,0.0024188247939453417,[5.56481938 5.96950205],[1.35945648 0.34246831],0.0,0.4032258064516129,0.17178371913672938
310,2.8319220488802377,[-0.06989379 -0.06319178],[0.03325889 0.56594463],0.0,0.532258064516129,6.016675885596526
310,0.001275635830411644,[ 7.37659271 -5.62908526],[ 1.2143058  -0.99797442],0.0,0.25806451612903225,0.16939020311471503
310,0.11077054952739217,[ 0.18792621 -0.50025146],[-0.36681214 -0.86943506],0.0,0.5967741935483871,1.765853510494946
310,0.0009277011876208267,[-4.18195405  4.0134071 ],[-1.65603574  1.36301763],0.016129032258064516,0.22580645161290322,0.37003840703792995
310,0.0006848100426757483,[-10.82081436  -7.58413266],[-1.67237347 -1.34395199],0.0,0.25806451612903225,0.16236370293422148
310,0.001491599940080283,[-0.66547822  7.44251242],[-0.37904531  3.0424767 ],0.0,0.04838709677419355,0.41032027687252365
310,0.0024519552040439562,[5.75730157 4.45861282],[2.57202932 1.67122957],0.0,0.06451612903225806,0.42122405553623016
310,0.0031572605890395366,[-2.3539293  -1.42581402],[-1.14097557 -1.10821453],0.03225806451612903,0.3709677419354839,0.5779584589426442
310,1.7280245299842156,[ 0.39634354 -0.02181043],[0.17106311 0.07060636],0.0,0.532258064516129,0.4662171677081729
310,0.0039453586591763675,[8.23575123 8.16747821],[ 1.33947353 -0.13121313],0.0,0.532258064516129,0.11603521267285448
310,0.0015254958094368368,[ 6.54405046 -5.94322873],[ 1.20935866 -1.25270295],0.03225806451612903,0.43548387096774194,0.19696826701008213
310,1.6042348873803425,[-0.47170676  0.05235968],[0.10075923 0.36527091],0.0,0.5483870967741935,0.7983780120758863
310,0.9807044247141804,[0.01766834 0.15289068],[ 0.32537263 -1.01873833],0.0,0.3709677419354839,6.948537607787567
310,0.032090599400120455,[-0.44380187  0.16422227],[1.00269053 0.10996542],0.0,0.6129032258064516,2.1316105956900766
310,0.7969600800984374,[ 0.1424077  -0.46784425],[0.00777703 0.31656586],0.0,0.41935483870967744,0.6475189194039576
310,0.0002208542685765054,[ -3.51955271 -10.66385429],[-0.60330143 -0.81159242],0.03225806451612903,0.5,0.09005302895257979
310,0.016163139984458817,[5.90805899 6.88554754],[0.92429834 0.42037285],0.0,0.41935483870967744,0.11191697972005873
310,0.001995700661182204,[0.38332014 5.81393735],[0.13207339 2.94956606],0.0,0.0,0.5067349349897404
310,0.002056419544873262,[2.60590469 2.79753207],[1.76198611 1.74181122],0.0,0.2903225806451613,0.648042024437714
310,0.004945769065896894,[-4.8440118  -4.77987596],[-1.54365589 -1.06089439],0.0,0.1935483870967742,0.2752374499280203
310,0.00028024540988503047,[1.87767188 7.91584755],[0.45850858 2.5972393 ],0.0,0.06451612903225806,0.3241843714269554
310,0.008101006351226703,[4.67107008 3.5103187 ],[0.75807935 1.22430124],0.016129032258064516,0.41935483870967744,0.24644650576185054
310,0.005924930725984994,[-2.28832919 -5.16757921],[-0.26774855 -1.42669687],0.0,0.5645161290322581,0.256849303015472
310,0.002651520283205536,[10.44370418 -3.43918431],[ 2.55653635 -0.85375035],0.0,0.12903225806451613,0.2451317751985729
310,0.0032135670168669146,[-5.91469193  6.76677326],[-1.50856951  1.90185611],0.016129032258064516,0.12903225806451613,0.2701031834621932
310,0.0008260481299993154,[8.21321464 0.2105607 ],[1.61426828 0.18326684],0.0,0.27419354838709675,0.1977428446374581
310,0.0013550384755774598,[-3.0910121  -2.88813719],[-1.14299233 -1.78994115],0.016129032258064516,0.3387096774193548,0.5020297624371164
310,0.0037391381285828383,[ 2.13694615 -9.59385033],[ 0.18374935 -1.15812724],0.0,0.4032258064516129,0.11930186386546487
310,0.004412997679331588,[7.60370312 7.97948614],[1.42799025 1.10059774],0.0,0.3387096774193548,0.16357073286990617
310,4.747261630250802e-05,[4.53820992 5.28084629],[1.00984938 0.94773427],0.0,0.46774193548387094,0.19889804319973156
310,1.4608127460248173,[0.2603794  0.59955379],[-0.18855203 -0.44823344],0.0,0.41935483870967744,0.7439372209008454
310,0.0011734538148460152,[9.69179681 0.92538225],[2.70366165 0.16589616],0.016129032258064516,0.16129032258064516,0.2782232321463448
310,0.0040849421253233075,[7.10940096 0.25078609],[1.66314392 0.02712309],0.016129032258064516,0.27419354838709675,0.23382154834530547
310,0.00032509273787110544,[-1.87123477 -2.56961466],[-1.05880844 -0.15742047],0.016129032258064516,0.5,0.33675109162756406
310,0.0053479172357586025,[ 3.73046241 -9.39036209],[ 0.68366426 -2.52128573],0.0,0.12903225806451613,0.2585387261190829
310,0.008013577605794766,[-6.02524971 -0.64150308],[-0.78392069 -0.40087318],0.0,0.46774193548387094,0.14530910874510597
310,0.002743149439414623,[ 1.16404957 -5.15071732],[ 0.17676239 -1.66004577],0.04838709677419355,0.3225806451612903,0.31614309085566705
310,0.0003677922475065667,[ 1.58680867 -7.8090561 ],[ 0.18231542 -1.14895148],0.03225806451612903,0.5,0.14598796929671454
310,0.0007757623190927972,[11.21546036 -0.96954937],[ 2.59288976 -0.38918195],0.0,0.12903225806451613,0.23290990916802887
310,0.0017809401917839303,[ 4.64757024 -6.00216812],[ 1.6867298 -1.9488645],0.0,0.1935483870967742,0.3395294152232835
310,0.002105458432652769,[-12.19403573   8.57343082],[-2.60740752  1.40326376],0.0,0.016129032258064516,0.1986429347990804
310,0.14211957565496142,[-0.96466638 -0.35236041],[-0.43512018  1.06792276],0.0,0.5483870967741935,1.1228423445682554
310,0.0002525666999412024,[ 12.48903336 -13.98503604],[ 1.73848001 -2.14917016],0.0,0.24193548387096775,0.14742939197342264
310,0.04550940637351766,[ 0.11169397 -0.5262168 ],[ 0.39268751 -0.87095903],0.0,0.4838709677419355,1.7760182127958666
310,0.0001132484089860826,[18.76674737 -9.03905872],[ 2.39588748 -0.84819175],0.0,0.25806451612903225,0.12201517889502611
310,0.003765233707892943,[12.18122875  2.82084725],[1.10656958 0.10349771],0.0,0.43548387096774194,0.08888647239953211
310,0.0033513189113526538,[-1.64874026  5.21505846],[-0.54082195  1.7429491 ],0.0,0.24193548387096775,0.3336566487231667
310,0.9120751025323013,[-0.38233801 -0.73043998],[-0.42528589 -0.27803622],0.0,0.532258064516129,0.6162943223706736
310,9.342918069431649e-05,[-11.00293378  20.28646643],[-1.23909134  2.55272298],0.03225806451612903,0.03225806451612903,0.12295386723904582
310,0.123141243614064,[-0.56107705 -0.37406237],[-0.40615061 -0.70432122],0.0,0.5645161290322581,1.2056816166901771
310,0.0002745670161818712,[-0.69484213  0.30018923],[-0.93886594  1.08845376],0.0,0.3387096774193548,1.89906397155553
310,0.0021775334482109954,[10.78167592 -3.55592758],[ 1.61836846 -0.66097005],0.0,0.27419354838709675,0.15398142463849743
310,0.006043285222607531,[-0.09796031  9.40685586],[-0.02424086  1.39949265],0.0,0.16129032258064516,0.1487879374098051
310,0.0020471127580852858,[-0.09073935 -8.29584596],[-0.56959222 -0.96177896],0.016129032258064516,0.43548387096774194,0.1347328476669255
310,0.0004133527474331777,[-9.05367423 15.60538957],[-0.78604784  1.70719891],0.0,0.24193548387096775,0.10417446238668851
310,0.008500665972793534,[2.56372508 6.21529678],[0.76706612 1.83631889],0.0,0.27419354838709675,0.2959994945119561
310,0.005542505692425611,[-4.75662669 11.42544816],[-1.23267554  0.8573246 ],0.0,0.5,0.12132292841176527
310,0.002489124140342349,[-1.28027977  7.93805056],[-0.43875371  2.78837711],0.0,0.08064516129032258,0.3510526527147228
310,1.2743355319849576,[-0.33327899 -0.5635756 ],[-0.79031015  0.41929309],0.0,0.43548387096774194,1.3664061823385212
310,0.00401845942077768,[-1.97606587 -5.46992669],[-0.87238231 -2.772814  ],0.0,0.11290322580645161,0.4998023189291948
310,0.008884282113448359,[2.46985304 2.58523135],[1.92095397 1.99158442],0.0,0.1935483870967742,0.7739053764499173
310,0.0055935988110951745,[ 8.23941753 -2.3119193 ],[ 1.742917   -0.49108824],0.0,0.16129032258064516,0.21159849062993016
315,0.0003798712404698629,[-10.18339362 -16.64663829],[-1.37873004 -2.24495177],0.015873015873015872,0.2222222222222222,0.13500393832147392
315,0.24263459737804652,[0.01213274 0.09394232],[-0.72365702 -0.85205774],0.0,0.4603174603174603,11.801747823202184
315,0.0025961352958124508,[0.11797629 6.41205856],[0.28614265 2.46196775],0.0,0.23809523809523808,0.3864782293508236
315,0.002244656980463182,[ 6.13218025 -0.20988548],[ 1.15394398 -0.08673967],0.0,0.5238095238095238,0.1885988572343746
315,0.0005037685102714781,[ 4.80515592 -2.54826933],[ 1.54208577 -1.07634877],0.0,0.2857142857142857,0.34575434449939535
315,0.005723124608273334,[-10.83674956   0.18319051],[-1.83481223 -0.00857501],0.0,0.25396825396825395,0.16929155244217536
315,0.0008162134806453346,[0.77144675 7.60560297],[0.23941758 1.67312307],0.0,0.2857142857142857,0.2210920264245179
315,0.0026026648543769067,[-5.16355725 -4.62418266],[-0.49283654 -1.16498412],0.0,0.42857142857142855,0.18249225184600923
315,0.001971118250332508,[ 4.0002917  -3.55405602],[ 1.69234722 -1.30396515],0.015873015873015872,0.31746031746031744,0.39925632609863015
315,0.0017322684542995137,[ 16.1864536  -15.40416147],[ 1.43918688 -1.44417212],0.0,0.23809523809523808,0.09124480910300851
315,0.0008582628351238842,[7.70436552 6.70406144],[1.90371089 1.62058968],0.0,0.20634920634920634,0.24479872048655876
315,0.004982343395670127,[17.37058869  1.72377467],[1.704008   0.04390883],0.0,0.36507936507936506,0.09765023699817273
315,0.0009154737786484202,[ 9.81405814 -6.18521331],[ 1.72941112 -1.1532074 ],0.0,0.30158730158730157,0.17918483597567217
315,0.004647896407582126,[-5.06253348  4.96157243],[-1.55971932  1.272868  ],0.0,0.3333333333333333,0.28400840681646666
315,0.43447946354066874,[-0.46079312 -0.03061243],[0.11995194 0.30039571],0.0,0.47619047619047616,0.7004185845955488
315,0.0028400885246506503,[-8.29354267  9.08142144],[-1.63050238  1.57923367],0.0,0.19047619047619047,0.18456729715627093
315,0.009328121273549397,[ 1.87889662 -0.87319698],[0.40019065 0.06264783],0.0,0.49206349206349204,0.19550492658420862
315,0.002269718633806881,[9.27613255 1.12666393],[3.05114403 0.27719286],0.0,0.015873015873015872,0.3278692198899315
315,0.0013064435637531225,[-15.19671936  -2.28498985],[-2.8066123  -0.34278287],0.0,0.015873015873015872,0.18398953310920763
315,0.018012777534559293,[1.8794678 2.9432743],[-0.53077429 -0.28505655],0.015873015873015872,0.5238095238095238,0.17252217156308905
