n,gamma,perceptron gamma,svm gamma,perceptron_error,svm_error
2600,0.00041684691785234785,7.452293601501909e-05,0.0002731751377907674,0.0,0.0
2600,0.0005894004408558143,0.0006561071047945414,0.0005103712599358684,0.0,0.0019230769230769232
2600,0.0003790638121302017,0.0004433724501768144,0.00043486196221073024,0.0057692307692307696,0.007692307692307693
2600,0.00020019978036952784,0.0026544742917224196,0.0013028647003582425,0.0038461538461538464,0.0057692307692307696
2600,5.396219716761098e-05,6.632035427509257e-05,7.591272820700852e-05,0.0,0.011538461538461539
2600,0.000138632843541286,0.00010652448928882143,0.0001364214927651122,0.0,0.01730769230769231
2600,0.0005270863748364112,0.0010303887815275939,6.351156259504834e-05,0.0,0.0057692307692307696
2700,0.0004973233744362995,0.00021629416848648346,0.0004845953240134536,0.05740740740740741,0.003703703703703704
2700,0.00011843211772088554,0.0005204111104480324,0.00031631311111959153,0.0,0.011111111111111112
2700,0.00035323869591956576,0.000746072872384277,9.442717737033883e-06,0.0,0.0
2700,0.0001896580043626444,3.7579482601731866e-05,0.0003577798583125173,0.05,0.0
2700,0.00017739730841226603,7.2275577599677e-05,0.0002481212172464389,0.003703703703703704,0.003703703703703704
2700,4.788731914602245e-06,0.00040567548520941695,0.0003753560168598761,0.0,0.0
2700,5.2956909428812434e-05,1.9407425436637615e-05,0.0013200836709767506,0.04259259259259259,0.005555555555555556
2700,0.0003935193884035348,0.0002499972503629019,7.59771653972613e-05,0.009259259259259259,0.011111111111111112
2700,0.00015330014358745444,6.229072391241129e-05,5.542385240322685e-05,0.0,0.001851851851851852
2700,0.00042814559677878053,0.0012482973322778099,0.0009466924857270379,0.0,0.003703703703703704
2800,8.461946801496001e-05,0.00024309663581364714,0.00044994778567283497,0.05178571428571429,0.007142857142857143
2800,0.00013520160098991695,0.000789861315726356,0.00012240795921981146,0.033928571428571426,0.0035714285714285713
2800,0.00024678486301621356,5.2021197729108405e-05,0.00012019465885327994,0.0,0.005357142857142857
2800,6.485318182498155e-05,4.562452571237345e-05,9.199648697641044e-06,0.008928571428571428,0.007142857142857143
2800,4.6134393268642494e-05,0.0001735062592788444,0.00014072840106270376,0.0375,0.005357142857142857
2800,0.00014523863072995452,6.690940099222554e-05,2.5397465368368455e-06,0.0035714285714285713,0.0017857142857142857
2800,0.00040383028862338457,0.00031319594194455583,0.0005003136346960864,0.0,0.0035714285714285713
2800,0.00044333632492656283,3.3613584503094544e-05,0.0006172752755319487,0.0,0.005357142857142857
2800,0.00012411816350061484,0.00048242572754466143,0.0011361121188375948,0.0,0.005357142857142857
2800,0.0010958581298178187,0.0010174093618502032,0.0017051107782117168,0.0,0.014285714285714285
2900,0.00014629541200965305,0.0006423592605893856,0.0006712166132619726,0.0,0.0
2900,0.0010049963672055572,0.001015375699045574,0.00022893996980362402,0.0,0.005172413793103448
2900,0.0006577344784238518,0.0010182689518753061,0.0008803043691186359,0.0,0.005172413793103448
2900,3.232640440874156e-05,0.00031597031087245386,3.6822795797320694e-05,0.0017241379310344827,0.0017241379310344827
2900,7.091550732631535e-07,0.00031492287673642004,0.00017673841270356402,0.0,0.005172413793103448
2900,0.0007585464440775088,0.00010261065548722856,0.00024726455875821333,0.0,0.0034482758620689655
2900,3.7629043371758335e-05,0.0001816184277947984,9.481248550925014e-05,0.006896551724137931,0.0
2900,7.264920625104722e-05,0.00048087834391103194,0.0003401572858518205,0.0,0.005172413793103448
2900,0.00013793418972040755,0.00016636440712997522,0.0008706970796351076,0.0017241379310344827,0.0017241379310344827
2900,0.0004217826669901614,0.0001887962276066901,0.00016382508626424427,0.005172413793103448,0.005172413793103448
3000,0.0001394561732035046,1.2383605083790312e-05,0.00017753285110858744,0.0,0.0033333333333333335
3000,0.00023005654290762805,0.0003393722050307996,0.0001289209516635506,0.0,0.005
3000,0.00011149840482281734,0.0006289610982915518,0.000984362118543847,0.0,0.0033333333333333335
3000,0.0001579746925844373,0.000443850335249751,0.00010418202599849403,0.035,0.01
3000,0.00015244973640730013,4.751394557757157e-05,0.00020129851464682237,0.0,0.005
3000,4.61558975480809e-05,0.00012339956793865962,0.000695046595437532,0.0016666666666666668,0.005
3000,0.0004335497869598846,0.0003880434110505202,0.00047163282305429837,0.0,0.01
3000,0.0001808327281493207,0.0003385907778753007,0.00010520160069901692,0.0,0.0016666666666666668
