n,gamma,perceptron gamma,svm gamma,perceptron_error,svm_error
2100,0.0008192922831895429,0.0010605656362800177,0.00021280071972486455,0.0,0.002380952380952381
2100,2.8042405924337732e-05,0.0011718508559122932,0.0002644882783226653,0.0,0.004761904761904762
2100,0.0001843963486340231,0.00016287227982379824,0.00036522487995841374,0.002380952380952381,0.0
2100,0.00032953321929198525,0.0010096535593688005,0.000342425902303465,0.0,0.004761904761904762
2100,0.00046997732102048635,0.0005432564642621102,4.827049018243644e-05,0.0,0.004761904761904762
2100,0.00012444828794427255,5.273371875975744e-05,0.0013917471817544722,0.0,0.02142857142857143
2100,0.00037851778158070167,0.000348676469939327,0.0005107716569196872,0.0,0.002380952380952381
2100,0.0012364386342717424,0.00028663555269969085,3.0588566735538916e-05,0.0,0.004761904761904762
2100,0.0001772517633248812,0.00012004911380945657,0.0001792241332129895,0.002380952380952381,0.007142857142857143
2100,9.491102269999476e-05,0.0001555235156192714,7.206312457610172e-05,0.004761904761904762,0.009523809523809525
2100,0.0008974100393377147,0.0017572703584782241,0.0008901520667362005,0.0,0.0
2100,0.0005804303210511512,0.00026263199835461213,0.00017417222730128565,0.0,0.002380952380952381
2100,0.00021121207917899247,1.4944512989524091e-05,9.956340159501829e-05,0.0,0.0
2100,0.00011716481565612071,0.0001706966001359521,0.0007376128696126121,0.002380952380952381,0.002380952380952381
2100,0.00018365961300930269,0.0008224427488806673,0.0007103483735223477,0.0,0.007142857142857143
2100,0.00011422804316403367,0.0007717540922629546,0.000330743590154756,0.0,0.002380952380952381
2100,0.0003589839109050704,0.0002493996363990724,0.0008693664291557319,0.002380952380952381,0.002380952380952381
2100,2.721759572741942e-05,0.0004506362626818778,0.00034718664664520844,0.0,0.009523809523809525
2100,0.0006908167692477761,0.0005927006987928992,4.660422567618824e-05,0.009523809523809525,0.0
2100,0.0005185309797450537,0.00046393541771292475,0.0003512355739222515,0.002380952380952381,0.007142857142857143
2100,0.00031135510280535015,0.0001249066530889858,0.00034828414577680304,0.004761904761904762,0.0
2100,0.0002807397357666544,0.0005639208017195801,0.0013746768464740363,0.009523809523809525,0.007142857142857143
2100,5.7938282786000135e-05,0.00020167031840944013,0.002395492560387951,0.03333333333333333,0.007142857142857143
2100,9.329022732629427e-05,0.00011284311409954339,0.0010689085975419134,0.0,0.009523809523809525
2100,0.0004203901328007083,0.00020224312171704934,0.00046938439439436346,0.0,0.011904761904761904
2100,0.0001781169406354005,6.391257743022788e-05,0.00022648480608482256,0.0,0.004761904761904762
2100,0.0016100864498183964,0.00015601262547314823,0.0010301203518215025,0.0,0.011904761904761904
2100,0.0010643994233805612,0.0008728364447722103,0.0011144428567719795,0.0,0.0
2100,8.614662605994794e-05,0.000151802979337614,0.0002693546981129853,0.002380952380952381,0.002380952380952381
2100,0.0002845113180335611,0.0008067877281005288,0.0010548211887596597,0.04285714285714286,0.0
2100,0.00024465317878699194,0.0006530880926347802,0.0007889275082315195,0.002380952380952381,0.009523809523809525
